Date,drought_severity,drought_percent,wetness_severity,wetness_percent,0,-9,Year,Month,Day
1895-05-01,D0,0,W0,0,0,100,1895,05,01
1895-05-01,D0,0,W1,0,0,100,1895,05,01
1895-05-01,D0,0,W2,0,0,100,1895,05,01
1895-05-01,D0,0,W3,0,0,100,1895,05,01
1895-05-01,D0,0,W4,0,0,100,1895,05,01
1895-05-01,D1,0,W0,0,0,100,1895,05,01
1895-05-01,D1,0,W1,0,0,100,1895,05,01
1895-05-01,D1,0,W2,0,0,100,1895,05,01
1895-05-01,D1,0,W3,0,0,100,1895,05,01
1895-05-01,D1,0,W4,0,0,100,1895,05,01
1895-05-01,D2,0,W0,0,0,100,1895,05,01
1895-05-01,D2,0,W1,0,0,100,1895,05,01
1895-05-01,D2,0,W2,0,0,100,1895,05,01
1895-05-01,D2,0,W3,0,0,100,1895,05,01
1895-05-01,D2,0,W4,0,0,100,1895,05,01
1895-05-01,D3,0,W0,0,0,100,1895,05,01
1895-05-01,D3,0,W1,0,0,100,1895,05,01
1895-05-01,D3,0,W2,0,0,100,1895,05,01
1895-05-01,D3,0,W3,0,0,100,1895,05,01
1895-05-01,D3,0,W4,0,0,100,1895,05,01
1895-05-01,D4,0,W0,0,0,100,1895,05,01
1895-05-01,D4,0,W1,0,0,100,1895,05,01
1895-05-01,D4,0,W2,0,0,100,1895,05,01
1895-05-01,D4,0,W3,0,0,100,1895,05,01
1895-05-01,D4,0,W4,0,0,100,1895,05,01
1895-06-01,D0,0,W0,0,0,100,1895,06,01
1895-06-01,D0,0,W1,0,0,100,1895,06,01
1895-06-01,D0,0,W2,0,0,100,1895,06,01
1895-06-01,D0,0,W3,0,0,100,1895,06,01
1895-06-01,D0,0,W4,0,0,100,1895,06,01
1895-06-01,D1,0,W0,0,0,100,1895,06,01
1895-06-01,D1,0,W1,0,0,100,1895,06,01
1895-06-01,D1,0,W2,0,0,100,1895,06,01
1895-06-01,D1,0,W3,0,0,100,1895,06,01
1895-06-01,D1,0,W4,0,0,100,1895,06,01
1895-06-01,D2,0,W0,0,0,100,1895,06,01
1895-06-01,D2,0,W1,0,0,100,1895,06,01
1895-06-01,D2,0,W2,0,0,100,1895,06,01
1895-06-01,D2,0,W3,0,0,100,1895,06,01
1895-06-01,D2,0,W4,0,0,100,1895,06,01
1895-06-01,D3,0,W0,0,0,100,1895,06,01
1895-06-01,D3,0,W1,0,0,100,1895,06,01
1895-06-01,D3,0,W2,0,0,100,1895,06,01
1895-06-01,D3,0,W3,0,0,100,1895,06,01
1895-06-01,D3,0,W4,0,0,100,1895,06,01
1895-06-01,D4,0,W0,0,0,100,1895,06,01
1895-06-01,D4,0,W1,0,0,100,1895,06,01
1895-06-01,D4,0,W2,0,0,100,1895,06,01
1895-06-01,D4,0,W3,0,0,100,1895,06,01
1895-06-01,D4,0,W4,0,0,100,1895,06,01
1895-07-01,D0,0,W0,0,0,100,1895,07,01
1895-07-01,D0,0,W1,0,0,100,1895,07,01
1895-07-01,D0,0,W2,0,0,100,1895,07,01
1895-07-01,D0,0,W3,0,0,100,1895,07,01
1895-07-01,D0,0,W4,0,0,100,1895,07,01
1895-07-01,D1,0,W0,0,0,100,1895,07,01
1895-07-01,D1,0,W1,0,0,100,1895,07,01
1895-07-01,D1,0,W2,0,0,100,1895,07,01
1895-07-01,D1,0,W3,0,0,100,1895,07,01
1895-07-01,D1,0,W4,0,0,100,1895,07,01
1895-07-01,D2,0,W0,0,0,100,1895,07,01
1895-07-01,D2,0,W1,0,0,100,1895,07,01
1895-07-01,D2,0,W2,0,0,100,1895,07,01
1895-07-01,D2,0,W3,0,0,100,1895,07,01
1895-07-01,D2,0,W4,0,0,100,1895,07,01
1895-07-01,D3,0,W0,0,0,100,1895,07,01
1895-07-01,D3,0,W1,0,0,100,1895,07,01
1895-07-01,D3,0,W2,0,0,100,1895,07,01
1895-07-01,D3,0,W3,0,0,100,1895,07,01
1895-07-01,D3,0,W4,0,0,100,1895,07,01
1895-07-01,D4,0,W0,0,0,100,1895,07,01
1895-07-01,D4,0,W1,0,0,100,1895,07,01
1895-07-01,D4,0,W2,0,0,100,1895,07,01
1895-07-01,D4,0,W3,0,0,100,1895,07,01
1895-07-01,D4,0,W4,0,0,100,1895,07,01
1895-08-01,D0,0,W0,0,0,100,1895,08,01
1895-08-01,D0,0,W1,0,0,100,1895,08,01
1895-08-01,D0,0,W2,0,0,100,1895,08,01
1895-08-01,D0,0,W3,0,0,100,1895,08,01
1895-08-01,D0,0,W4,0,0,100,1895,08,01
1895-08-01,D1,0,W0,0,0,100,1895,08,01
1895-08-01,D1,0,W1,0,0,100,1895,08,01
1895-08-01,D1,0,W2,0,0,100,1895,08,01
1895-08-01,D1,0,W3,0,0,100,1895,08,01
1895-08-01,D1,0,W4,0,0,100,1895,08,01
1895-08-01,D2,0,W0,0,0,100,1895,08,01
1895-08-01,D2,0,W1,0,0,100,1895,08,01
1895-08-01,D2,0,W2,0,0,100,1895,08,01
1895-08-01,D2,0,W3,0,0,100,1895,08,01
1895-08-01,D2,0,W4,0,0,100,1895,08,01
1895-08-01,D3,0,W0,0,0,100,1895,08,01
1895-08-01,D3,0,W1,0,0,100,1895,08,01
1895-08-01,D3,0,W2,0,0,100,1895,08,01
1895-08-01,D3,0,W3,0,0,100,1895,08,01
1895-08-01,D3,0,W4,0,0,100,1895,08,01
1895-08-01,D4,0,W0,0,0,100,1895,08,01
1895-08-01,D4,0,W1,0,0,100,1895,08,01
1895-08-01,D4,0,W2,0,0,100,1895,08,01
1895-08-01,D4,0,W3,0,0,100,1895,08,01
1895-08-01,D4,0,W4,0,0,100,1895,08,01
1895-09-01,D0,2.5,W0,62,35.5,0,1895,09,01
1895-09-01,D0,2.5,W1,29.5,35.5,0,1895,09,01
1895-09-01,D0,2.5,W2,4.5,35.5,0,1895,09,01
1895-09-01,D0,2.5,W3,0.8,35.5,0,1895,09,01
1895-09-01,D0,2.5,W4,0,35.5,0,1895,09,01
1895-09-01,D1,0.1,W0,62,35.5,0,1895,09,01
1895-09-01,D1,0.1,W1,29.5,35.5,0,1895,09,01
1895-09-01,D1,0.1,W2,4.5,35.5,0,1895,09,01
1895-09-01,D1,0.1,W3,0.8,35.5,0,1895,09,01
1895-09-01,D1,0.1,W4,0,35.5,0,1895,09,01
1895-09-01,D2,0,W0,62,35.5,0,1895,09,01
1895-09-01,D2,0,W1,29.5,35.5,0,1895,09,01
1895-09-01,D2,0,W2,4.5,35.5,0,1895,09,01
1895-09-01,D2,0,W3,0.8,35.5,0,1895,09,01
1895-09-01,D2,0,W4,0,35.5,0,1895,09,01
1895-09-01,D3,0,W0,62,35.5,0,1895,09,01
1895-09-01,D3,0,W1,29.5,35.5,0,1895,09,01
1895-09-01,D3,0,W2,4.5,35.5,0,1895,09,01
1895-09-01,D3,0,W3,0.8,35.5,0,1895,09,01
1895-09-01,D3,0,W4,0,35.5,0,1895,09,01
1895-09-01,D4,0,W0,62,35.5,0,1895,09,01
1895-09-01,D4,0,W1,29.5,35.5,0,1895,09,01
1895-09-01,D4,0,W2,4.5,35.5,0,1895,09,01
1895-09-01,D4,0,W3,0.8,35.5,0,1895,09,01
1895-09-01,D4,0,W4,0,35.5,0,1895,09,01
1895-10-01,D0,40.5,W0,1,58.5,0,1895,10,01
1895-10-01,D0,40.5,W1,0,58.5,0,1895,10,01
1895-10-01,D0,40.5,W2,0,58.5,0,1895,10,01
1895-10-01,D0,40.5,W3,0,58.5,0,1895,10,01
1895-10-01,D0,40.5,W4,0,58.5,0,1895,10,01
1895-10-01,D1,18.9,W0,1,58.5,0,1895,10,01
1895-10-01,D1,18.9,W1,0,58.5,0,1895,10,01
1895-10-01,D1,18.9,W2,0,58.5,0,1895,10,01
1895-10-01,D1,18.9,W3,0,58.5,0,1895,10,01
1895-10-01,D1,18.9,W4,0,58.5,0,1895,10,01
1895-10-01,D2,5.8,W0,1,58.5,0,1895,10,01
1895-10-01,D2,5.8,W1,0,58.5,0,1895,10,01
1895-10-01,D2,5.8,W2,0,58.5,0,1895,10,01
1895-10-01,D2,5.8,W3,0,58.5,0,1895,10,01
1895-10-01,D2,5.8,W4,0,58.5,0,1895,10,01
1895-10-01,D3,4.3,W0,1,58.5,0,1895,10,01
1895-10-01,D3,4.3,W1,0,58.5,0,1895,10,01
1895-10-01,D3,4.3,W2,0,58.5,0,1895,10,01
1895-10-01,D3,4.3,W3,0,58.5,0,1895,10,01
1895-10-01,D3,4.3,W4,0,58.5,0,1895,10,01
1895-10-01,D4,2.1,W0,1,58.5,0,1895,10,01
1895-10-01,D4,2.1,W1,0,58.5,0,1895,10,01
1895-10-01,D4,2.1,W2,0,58.5,0,1895,10,01
1895-10-01,D4,2.1,W3,0,58.5,0,1895,10,01
1895-10-01,D4,2.1,W4,0,58.5,0,1895,10,01
1895-11-01,D0,39.6,W0,0.1,60.4,0,1895,11,01
1895-11-01,D0,39.6,W1,0,60.4,0,1895,11,01
1895-11-01,D0,39.6,W2,0,60.4,0,1895,11,01
1895-11-01,D0,39.6,W3,0,60.4,0,1895,11,01
1895-11-01,D0,39.6,W4,0,60.4,0,1895,11,01
1895-11-01,D1,15.3,W0,0.1,60.4,0,1895,11,01
1895-11-01,D1,15.3,W1,0,60.4,0,1895,11,01
1895-11-01,D1,15.3,W2,0,60.4,0,1895,11,01
1895-11-01,D1,15.3,W3,0,60.4,0,1895,11,01
1895-11-01,D1,15.3,W4,0,60.4,0,1895,11,01
1895-11-01,D2,3.7,W0,0.1,60.4,0,1895,11,01
1895-11-01,D2,3.7,W1,0,60.4,0,1895,11,01
1895-11-01,D2,3.7,W2,0,60.4,0,1895,11,01
1895-11-01,D2,3.7,W3,0,60.4,0,1895,11,01
1895-11-01,D2,3.7,W4,0,60.4,0,1895,11,01
1895-11-01,D3,1.3,W0,0.1,60.4,0,1895,11,01
1895-11-01,D3,1.3,W1,0,60.4,0,1895,11,01
1895-11-01,D3,1.3,W2,0,60.4,0,1895,11,01
1895-11-01,D3,1.3,W3,0,60.4,0,1895,11,01
1895-11-01,D3,1.3,W4,0,60.4,0,1895,11,01
1895-11-01,D4,0,W0,0.1,60.4,0,1895,11,01
1895-11-01,D4,0,W1,0,60.4,0,1895,11,01
1895-11-01,D4,0,W2,0,60.4,0,1895,11,01
1895-11-01,D4,0,W3,0,60.4,0,1895,11,01
1895-11-01,D4,0,W4,0,60.4,0,1895,11,01
1895-12-01,D0,55.3,W0,0.1,44.5,0,1895,12,01
1895-12-01,D0,55.3,W1,0,44.5,0,1895,12,01
1895-12-01,D0,55.3,W2,0,44.5,0,1895,12,01
1895-12-01,D0,55.3,W3,0,44.5,0,1895,12,01
1895-12-01,D0,55.3,W4,0,44.5,0,1895,12,01
1895-12-01,D1,22.3,W0,0.1,44.5,0,1895,12,01
1895-12-01,D1,22.3,W1,0,44.5,0,1895,12,01
1895-12-01,D1,22.3,W2,0,44.5,0,1895,12,01
1895-12-01,D1,22.3,W3,0,44.5,0,1895,12,01
1895-12-01,D1,22.3,W4,0,44.5,0,1895,12,01
1895-12-01,D2,5.2,W0,0.1,44.5,0,1895,12,01
1895-12-01,D2,5.2,W1,0,44.5,0,1895,12,01
1895-12-01,D2,5.2,W2,0,44.5,0,1895,12,01
1895-12-01,D2,5.2,W3,0,44.5,0,1895,12,01
1895-12-01,D2,5.2,W4,0,44.5,0,1895,12,01
1895-12-01,D3,2.1,W0,0.1,44.5,0,1895,12,01
1895-12-01,D3,2.1,W1,0,44.5,0,1895,12,01
1895-12-01,D3,2.1,W2,0,44.5,0,1895,12,01
1895-12-01,D3,2.1,W3,0,44.5,0,1895,12,01
1895-12-01,D3,2.1,W4,0,44.5,0,1895,12,01
1895-12-01,D4,0,W0,0.1,44.5,0,1895,12,01
1895-12-01,D4,0,W1,0,44.5,0,1895,12,01
1895-12-01,D4,0,W2,0,44.5,0,1895,12,01
1895-12-01,D4,0,W3,0,44.5,0,1895,12,01
1895-12-01,D4,0,W4,0,44.5,0,1895,12,01
1896-01-01,D0,20.8,W0,42.7,36.5,0,1896,01,01
1896-01-01,D0,20.8,W1,16.3,36.5,0,1896,01,01
1896-01-01,D0,20.8,W2,0,36.5,0,1896,01,01
1896-01-01,D0,20.8,W3,0,36.5,0,1896,01,01
1896-01-01,D0,20.8,W4,0,36.5,0,1896,01,01
1896-01-01,D1,11.7,W0,42.7,36.5,0,1896,01,01
1896-01-01,D1,11.7,W1,16.3,36.5,0,1896,01,01
1896-01-01,D1,11.7,W2,0,36.5,0,1896,01,01
1896-01-01,D1,11.7,W3,0,36.5,0,1896,01,01
1896-01-01,D1,11.7,W4,0,36.5,0,1896,01,01
1896-01-01,D2,2.3,W0,42.7,36.5,0,1896,01,01
1896-01-01,D2,2.3,W1,16.3,36.5,0,1896,01,01
1896-01-01,D2,2.3,W2,0,36.5,0,1896,01,01
1896-01-01,D2,2.3,W3,0,36.5,0,1896,01,01
1896-01-01,D2,2.3,W4,0,36.5,0,1896,01,01
1896-01-01,D3,0.4,W0,42.7,36.5,0,1896,01,01
1896-01-01,D3,0.4,W1,16.3,36.5,0,1896,01,01
1896-01-01,D3,0.4,W2,0,36.5,0,1896,01,01
1896-01-01,D3,0.4,W3,0,36.5,0,1896,01,01
1896-01-01,D3,0.4,W4,0,36.5,0,1896,01,01
1896-01-01,D4,0,W0,42.7,36.5,0,1896,01,01
1896-01-01,D4,0,W1,16.3,36.5,0,1896,01,01
1896-01-01,D4,0,W2,0,36.5,0,1896,01,01
1896-01-01,D4,0,W3,0,36.5,0,1896,01,01
1896-01-01,D4,0,W4,0,36.5,0,1896,01,01
1896-02-01,D0,37.8,W0,3.5,58.7,0,1896,02,01
1896-02-01,D0,37.8,W1,0,58.7,0,1896,02,01
1896-02-01,D0,37.8,W2,0,58.7,0,1896,02,01
1896-02-01,D0,37.8,W3,0,58.7,0,1896,02,01
1896-02-01,D0,37.8,W4,0,58.7,0,1896,02,01
1896-02-01,D1,26.8,W0,3.5,58.7,0,1896,02,01
1896-02-01,D1,26.8,W1,0,58.7,0,1896,02,01
1896-02-01,D1,26.8,W2,0,58.7,0,1896,02,01
1896-02-01,D1,26.8,W3,0,58.7,0,1896,02,01
1896-02-01,D1,26.8,W4,0,58.7,0,1896,02,01
1896-02-01,D2,9.9,W0,3.5,58.7,0,1896,02,01
1896-02-01,D2,9.9,W1,0,58.7,0,1896,02,01
1896-02-01,D2,9.9,W2,0,58.7,0,1896,02,01
1896-02-01,D2,9.9,W3,0,58.7,0,1896,02,01
1896-02-01,D2,9.9,W4,0,58.7,0,1896,02,01
1896-02-01,D3,2.1,W0,3.5,58.7,0,1896,02,01
1896-02-01,D3,2.1,W1,0,58.7,0,1896,02,01
1896-02-01,D3,2.1,W2,0,58.7,0,1896,02,01
1896-02-01,D3,2.1,W3,0,58.7,0,1896,02,01
1896-02-01,D3,2.1,W4,0,58.7,0,1896,02,01
1896-02-01,D4,0.1,W0,3.5,58.7,0,1896,02,01
1896-02-01,D4,0.1,W1,0,58.7,0,1896,02,01
1896-02-01,D4,0.1,W2,0,58.7,0,1896,02,01
1896-02-01,D4,0.1,W3,0,58.7,0,1896,02,01
1896-02-01,D4,0.1,W4,0,58.7,0,1896,02,01
1896-03-01,D0,25.1,W0,13.8,61,0,1896,03,01
1896-03-01,D0,25.1,W1,3.5,61,0,1896,03,01
1896-03-01,D0,25.1,W2,0,61,0,1896,03,01
1896-03-01,D0,25.1,W3,0,61,0,1896,03,01
1896-03-01,D0,25.1,W4,0,61,0,1896,03,01
1896-03-01,D1,12.5,W0,13.8,61,0,1896,03,01
1896-03-01,D1,12.5,W1,3.5,61,0,1896,03,01
1896-03-01,D1,12.5,W2,0,61,0,1896,03,01
1896-03-01,D1,12.5,W3,0,61,0,1896,03,01
1896-03-01,D1,12.5,W4,0,61,0,1896,03,01
1896-03-01,D2,1.6,W0,13.8,61,0,1896,03,01
1896-03-01,D2,1.6,W1,3.5,61,0,1896,03,01
1896-03-01,D2,1.6,W2,0,61,0,1896,03,01
1896-03-01,D2,1.6,W3,0,61,0,1896,03,01
1896-03-01,D2,1.6,W4,0,61,0,1896,03,01
1896-03-01,D3,0.1,W0,13.8,61,0,1896,03,01
1896-03-01,D3,0.1,W1,3.5,61,0,1896,03,01
1896-03-01,D3,0.1,W2,0,61,0,1896,03,01
1896-03-01,D3,0.1,W3,0,61,0,1896,03,01
1896-03-01,D3,0.1,W4,0,61,0,1896,03,01
1896-03-01,D4,0,W0,13.8,61,0,1896,03,01
1896-03-01,D4,0,W1,3.5,61,0,1896,03,01
1896-03-01,D4,0,W2,0,61,0,1896,03,01
1896-03-01,D4,0,W3,0,61,0,1896,03,01
1896-03-01,D4,0,W4,0,61,0,1896,03,01
1896-04-01,D0,22.1,W0,31.3,46.7,0,1896,04,01
1896-04-01,D0,22.1,W1,17.5,46.7,0,1896,04,01
1896-04-01,D0,22.1,W2,1.7,46.7,0,1896,04,01
1896-04-01,D0,22.1,W3,0,46.7,0,1896,04,01
1896-04-01,D0,22.1,W4,0,46.7,0,1896,04,01
1896-04-01,D1,10.4,W0,31.3,46.7,0,1896,04,01
1896-04-01,D1,10.4,W1,17.5,46.7,0,1896,04,01
1896-04-01,D1,10.4,W2,1.7,46.7,0,1896,04,01
1896-04-01,D1,10.4,W3,0,46.7,0,1896,04,01
1896-04-01,D1,10.4,W4,0,46.7,0,1896,04,01
1896-04-01,D2,0.4,W0,31.3,46.7,0,1896,04,01
1896-04-01,D2,0.4,W1,17.5,46.7,0,1896,04,01
1896-04-01,D2,0.4,W2,1.7,46.7,0,1896,04,01
1896-04-01,D2,0.4,W3,0,46.7,0,1896,04,01
1896-04-01,D2,0.4,W4,0,46.7,0,1896,04,01
1896-04-01,D3,0,W0,31.3,46.7,0,1896,04,01
1896-04-01,D3,0,W1,17.5,46.7,0,1896,04,01
1896-04-01,D3,0,W2,1.7,46.7,0,1896,04,01
1896-04-01,D3,0,W3,0,46.7,0,1896,04,01
1896-04-01,D3,0,W4,0,46.7,0,1896,04,01
1896-04-01,D4,0,W0,31.3,46.7,0,1896,04,01
1896-04-01,D4,0,W1,17.5,46.7,0,1896,04,01
1896-04-01,D4,0,W2,1.7,46.7,0,1896,04,01
1896-04-01,D4,0,W3,0,46.7,0,1896,04,01
1896-04-01,D4,0,W4,0,46.7,0,1896,04,01
1896-05-01,D0,21.3,W0,37.8,41.1,0,1896,05,01
1896-05-01,D0,21.3,W1,22.2,41.1,0,1896,05,01
1896-05-01,D0,21.3,W2,5.5,41.1,0,1896,05,01
1896-05-01,D0,21.3,W3,1.3,41.1,0,1896,05,01
1896-05-01,D0,21.3,W4,0,41.1,0,1896,05,01
1896-05-01,D1,8.2,W0,37.8,41.1,0,1896,05,01
1896-05-01,D1,8.2,W1,22.2,41.1,0,1896,05,01
1896-05-01,D1,8.2,W2,5.5,41.1,0,1896,05,01
1896-05-01,D1,8.2,W3,1.3,41.1,0,1896,05,01
1896-05-01,D1,8.2,W4,0,41.1,0,1896,05,01
1896-05-01,D2,0.1,W0,37.8,41.1,0,1896,05,01
1896-05-01,D2,0.1,W1,22.2,41.1,0,1896,05,01
1896-05-01,D2,0.1,W2,5.5,41.1,0,1896,05,01
1896-05-01,D2,0.1,W3,1.3,41.1,0,1896,05,01
1896-05-01,D2,0.1,W4,0,41.1,0,1896,05,01
1896-05-01,D3,0,W0,37.8,41.1,0,1896,05,01
1896-05-01,D3,0,W1,22.2,41.1,0,1896,05,01
1896-05-01,D3,0,W2,5.5,41.1,0,1896,05,01
1896-05-01,D3,0,W3,1.3,41.1,0,1896,05,01
1896-05-01,D3,0,W4,0,41.1,0,1896,05,01
1896-05-01,D4,0,W0,37.8,41.1,0,1896,05,01
1896-05-01,D4,0,W1,22.2,41.1,0,1896,05,01
1896-05-01,D4,0,W2,5.5,41.1,0,1896,05,01
1896-05-01,D4,0,W3,1.3,41.1,0,1896,05,01
1896-05-01,D4,0,W4,0,41.1,0,1896,05,01
1896-06-01,D0,17.3,W0,31.4,51.3,0,1896,06,01
1896-06-01,D0,17.3,W1,16.9,51.3,0,1896,06,01
1896-06-01,D0,17.3,W2,0,51.3,0,1896,06,01
1896-06-01,D0,17.3,W3,0,51.3,0,1896,06,01
1896-06-01,D0,17.3,W4,0,51.3,0,1896,06,01
1896-06-01,D1,4.8,W0,31.4,51.3,0,1896,06,01
1896-06-01,D1,4.8,W1,16.9,51.3,0,1896,06,01
1896-06-01,D1,4.8,W2,0,51.3,0,1896,06,01
1896-06-01,D1,4.8,W3,0,51.3,0,1896,06,01
1896-06-01,D1,4.8,W4,0,51.3,0,1896,06,01
1896-06-01,D2,0,W0,31.4,51.3,0,1896,06,01
1896-06-01,D2,0,W1,16.9,51.3,0,1896,06,01
1896-06-01,D2,0,W2,0,51.3,0,1896,06,01
1896-06-01,D2,0,W3,0,51.3,0,1896,06,01
1896-06-01,D2,0,W4,0,51.3,0,1896,06,01
1896-06-01,D3,0,W0,31.4,51.3,0,1896,06,01
1896-06-01,D3,0,W1,16.9,51.3,0,1896,06,01
1896-06-01,D3,0,W2,0,51.3,0,1896,06,01
1896-06-01,D3,0,W3,0,51.3,0,1896,06,01
1896-06-01,D3,0,W4,0,51.3,0,1896,06,01
1896-06-01,D4,0,W0,31.4,51.3,0,1896,06,01
1896-06-01,D4,0,W1,16.9,51.3,0,1896,06,01
1896-06-01,D4,0,W2,0,51.3,0,1896,06,01
1896-06-01,D4,0,W3,0,51.3,0,1896,06,01
1896-06-01,D4,0,W4,0,51.3,0,1896,06,01
1896-07-01,D0,15.9,W0,41.9,42.2,0,1896,07,01
1896-07-01,D0,15.9,W1,24.1,42.2,0,1896,07,01
1896-07-01,D0,15.9,W2,4,42.2,0,1896,07,01
1896-07-01,D0,15.9,W3,0,42.2,0,1896,07,01
1896-07-01,D0,15.9,W4,0,42.2,0,1896,07,01
1896-07-01,D1,4.3,W0,41.9,42.2,0,1896,07,01
1896-07-01,D1,4.3,W1,24.1,42.2,0,1896,07,01
1896-07-01,D1,4.3,W2,4,42.2,0,1896,07,01
1896-07-01,D1,4.3,W3,0,42.2,0,1896,07,01
